id_publicacion,id_city,house_lat,house_long,rooms,bathrooms,squared_meters,builded_squared_meters,house_details,address,price
666625453,28,25.768646,-100.30771,4,2,180,155,"CASA EN VENTA EN ESCOBEDO RESIDENCIAL NEXXUS PLATINO II, EN ESQUINA Y CON TERRENO EXCEDENTE ...NEGOCIABLE 30-CV-737 SIL Casa con amplios espacios, en esquina, cuenta con ampliación y área social, ubicada en fracc. privado con vigilancia 24/7 Planta Baja Cochera Recibidor Sala Comedor Cocina equipada Alacena muy amplia Lavandería techada Cuarto bodega Patio social techado, con asador Planta Alta Recámara principal muy amplia con baño y vestidor 2 Recamaras con closet Baño completo Estancia que puede ser una 4ta recamara Es una casa muy bien ubicada, con salida rapida a Manuel L. Barragan, Sendero, cerca de colegios, HEB, Walmart, Las Plazas Outlet, Soriana Sendero, Hospitaria. NEGOCIABLE !!!! Expertos en Inmuebles ID PROPIEDAD: 30-CV-737 SIL Otras Caracteristicas: Caseta de guardia: SI. Patio: 1. Centros Comerciales Cercanos: SI. Walk in closet: SI. Sala y Comedor: SI.","Nexxus Residencial Sector Platino, General Escobedo, Nuevo León",2200000
666625547,27,25.776468,-100.1858,3,3,116,165,"Propiedad ubicada en Cerradas de Santa Rosa. (MLP) Fraccionamiento privado con vigilancia. PRIMER NIVEL Cochera para 2 autos Sala comedor Moderna cocina integral Pasillo lateral Patio trasero Medio baño Clima SEGUNDO NIVEL Recamara principal con baño completo y vestidor 2 recámaras secumdarias con closet, comparten baño completo Sala de TV TERCER NIVEL lavandería Cuarto de servicio con baño completo Terraza Espacio listo para una 4ta recámara o salon de juegos ADICIONALES Protecciones Clima Lamparas de techo de sala-comedor Otras Caracteristicas: Caseta de guardia: SI. Condominio: SI. Jardín(es): SI. Terraza: SI. Seguridad privada: SI. Closets : 1. Salón de usos múltiples: SI. Gas: SI.","Cerradas De Santa Rosa 1s 1e, Apodaca, Nuevo León",1800000
666625733,30,25.800625,-100.4367,2,1,90,80,"LA CASA CUENTA CON: 
COCHERA PARA UN AUTO 
SALA 
COMEDOR 
ESPACIO PARA COLOCAR COCINA INTEGRAL 
2 RECAMARAS DE BUEN TAMAÑO 
BAÑO COMPLETO 
PATIO 
TIENE PREPARACIÓN PARA CONSTRUIR UN SEGUNDO PISO (5 COLUMNAS CON SUS ZAPATAS) 
CERCA DE COMERCIO Y ESCUELAS.","Paraje San José, García, Nuevo León",600000
666625742,32,25.65526,-100.4262,4,4,321,519,"ESTRENA HERMOSA RESIDENCIA EN VALLE PONIENTE DISEÑADA Y CONSTRUIDA CON LA MAS ALTA CALIDAD PANELES SOLARES TERRAZA-ASADOR LAVANDERIA BAÑOS Y VESTIDORES EQUIPADOS PISO PRINCIPAL MARMOL PLACA COMPLETA CUENTA CON TRES RECAMARAS Y 4 1/2 BAÑOS RECIBIDOR , SALA ,COMEDOR,COCINA INTEGRAL DUELA EN RECAMARAS ALTURA EN LOS TECHOS CON ELEGANTE DISEÑO DE PLAFONES Otras Caracteristicas: Caseta de guardia: SI. Jardín(es): SI. Patio: 1. Terraza: SI. Acabados de Lujo: SI. Centros Comerciales Cercanos: SI. Cuarto de TV: SI. Número de pisos: 3. Walk in closet: SI. Sala y Comedor: SI.","Las Almenas, Santa Catarina, Nuevo León",19000000
666625745,26,25.652937,-100.1878,4,2,105,280,"Hermosa propiedad con finos acabados y excelentes condiciones. Cerca de importantes avenidas, como Mtro. Israel Cavazos, Eloy Cavazos, Pablo Livas, Centros comerciales, hospitales etc. La colonia es RINCON DE GUADALUPE Cuenta con 4 recamaras, 2 baños y medio, sala comedor, cocina integral con acabados en madera, lavanderia techada, cochera con porton manual para un carro, puerta doble en entrada principal de madera de cedro, escalera tambien en madera de cedro y cuenta con patio pequeño Otras Caracteristicas: Area de lavandería: SI. Internet/Wifi: SI. Iluminación: SI. Closets : 2. Calentador de agua: SI. Extractor de olores: SI. Cortinas/Persianas: SI. Servicios básicos (agua/luz): SI. Centros Comerciales Cercanos: SI. Gas: SI. Cocina integral: SI. Número de pisos: 2. Sala y Comedor: SI. Tanque de reserva de agua: SI.","Rincón De Guadalupe, Guadalupe, Nuevo León",1030000
666625761,34,25.664098,-100.3652,3,5,393,440,"Estrene esta propiedad, en la colonia Fuentes Del Valle. Totalmente nueva, con excelentes acabados. En Esquina. La propiedad cuenta con 393m2 de Terreno y 440m2 de Construcción. Cochera para 3 automóviles. Fachada realizada con Cantera, Granito y Madera de cumarú. En la planta baja: Cocina Integral Boato Equipado con Lobby y Medio baño de visitas. Área Sala, Comedor, Bar y Tv. Jardín con Alberca de 24m2. Cuarto de Servicio. En Planta Alta: 3 Recámaras, cada una con walk-in closet y baño. Sala de Tv / Estudio. Lavandería y Terrazas al aire Libre. Pisos de mármol y duela en interiores, y porcelanato y granito en exteriores, puertas de madera de Nogal, y closets en madera de Encino. Ventanería Cuprum Eurovent. Conózcala, para mas información favor de contactarnos. Expertos en Inmuebles. Otras Caracteristicas: Bodega(s): 1. Jardín(es): SI. Terraza: SI. Vestidores: SI. Closets : 1. Centros Comerciales Cercanos: SI. Gas: SI. Cristalería: SI. Sala y Comedor: SI.","Del Valle, San Pedro Garza García, Nuevo León",18000000
666625772,26,25.663158,-100.2381,3,3,190,160,"LA CASA ES DE UNA PLANTA Y CUENTA CON: 
PORCHE TECHADO 
SALA 
COMEDOR 
3 RECÁMARAS 
2 BAÑOS (1 EN EL PATIO) 
COCINA (SIN COCINA INTEGRAL) 
LAVANDERÍA TECHADA 
AMPLIO PATIO CON DOS ÁRBOLES FRUTALES (NARANJO Y LIMÓN) 
REJA DE PROTECCIÓN 
LA PROPIEDAD TIENE UNA UBICACIÓN PRIVILEGIADA YA QUE SE ENCUENTRA DETRÁS DEL ESTADIO DE LOS RAYADOS Y MUY CERCA DE COMERCIOS, ESCUELAS, IGLESIAS, Y PARQUES DE DIVERSIÓN. 
LA CASA TIENE PISO DE CONCRETO PULIDO","Tolteca, Guadalupe, Nuevo León",1700000
666625807,25,25.58527,-100.2758,3,6,1003,785,"Residencia en San Michelle, Monterrey NL dentro de Fraccionamiento residencial de solo 30 amplios lotes de más de 1,000m2 cada uno, con acceso controlado mediante caseta de vigilancia y portón, ubicada al final de privada con increíbles vistas hacia la Sierra Madre y la zona de Sierra Alta Con acabados de lujo (Porcelanato, Mármol, Granito, Madera, Cantera, Cristal, etc) los cuales serán elegidos por su comprador. Edificada sobre un terreno descendente de 1003m2, con 785m2 de construcción, Alberca, cocina y muchos extras mas Su precio en Pre Venta es de 15,500,000.00 pesos MN, Incluye: Preparación para futura alimentación por medio de celdas solares Cisterna, puesta en marcha Preparación para elevador, incluye toda la estructura e instalaciones necesarias exceptuando el equipo Preparación, para recibir clima central en área social, incluye los ductos necesarios y difusores, (NO INCLUYE EQUIPO), Alarma Sistema de Automatización Control inteligente de Iluminación Sistema de riego Asador, con cubierta de granito nacional y parrilla de acero inoxidable Cocina, con cubierta de granito nacional, y gabinetes en madera de Okume o banak Alberca de 24m2 recubierta con mosaico veneciano Cuenta con las siguientes Áreas En la planta de Acceso o Cochera para 3 autos o Vestíbulo-recibidor o baño o Sala o Terraza o Comedor o Bar o Family Room o Desayunador o Cocina o Elevador o Área de blancos con Zink o Oficina con baño completo (Recamara opcional) o Jardín o Acceso principal, de servicio y social En Sótano 1 o Recamara principal con Baño-Vestidor y terraza con espectacular vista o 2 recamaras con su Baño-Vestidor o Área de blancos con Zink o Elevador o Ducto para ropa sucia directo a Lavandería o Estancia Familiar En Sótano 2 o Cuarto de cine o Cuarto de Juegos o Bar o Terraza social o Elevador o Cuarto de servicio con baño completo o Lavandería o Baño Completo o Área de Asador techada o Alberca recubierta con mosaico veneciano o Cuarto de Maquinas o Posible terraza adicional La vivienda se encontrará lista para elegir sus acabados en Septiembre del 2018, estos serán a elección del cliente dentro de las especificaciones contempladas. Otras Caracteristicas: Asador: SI. Area de lavandería: SI. Bodega(s): 1. Caseta de guardia: SI. Internet/Wifi: SI. Jardín(es): SI. Sauna: SI. Terraza: SI. Baño de servicio: 1. Seguridad privada: SI. Lavadora/Secadora: SI. Sistema de ventilación: SI. Circuito Cerrado: SI. Sistema de alarma de seguridad: SI. Calentador de agua: SI. Sala de música y cine: SI. Servicios básicos (agua/luz): SI. Acabados de Lujo: SI. Área de Juegos Infantiles: SI. Centros Comerciales Cercanos: SI. Gas: SI. Cocina integral: SI. Forma del terreno: Irregular. Número de pisos: 1. Sótano: SI. Walk in closet: SI. Calle sin salida: SI. Sala y Comedor: SI.","San Michelle, Monterrey, Nuevo León",15500000
666625833,26,25.675114,-100.2693,4,2,95,194,"Casa en venta en la Col. Paraíso, cerca de avenidas importantes como Morones prieto y Revolución. LA PLANTA BAJA CUENTA CON: COCHERA PARA UN AUTO CON PORTON ELECTRICO PEQUEÑO RECIBIDOR SALA COMEDOR AMPLIO COCINA DE MADERA MUY AMPLIA RECAMARA BAÑO COMPLETO LAVANDERIA TECHADA LA PLANTA ALTA CUENTA CON: ESTANCIA CON ACCESO A PEQUEÑA TERRAZA 3 RECAMARAS UNA DE ELLAS CON ACCESO A UNA TERRAZA BAÑO COMPLETO Otras Caracteristicas: Patio: 1. Terraza: SI. Lavadora/Secadora: SI. Balcón(es): 1. Closets : 2. Cortinas/Persianas: SI. Gas: SI. Cocina integral: SI. Forma del terreno: Regular. Número de pisos: 2. Sala y Comedor: SI.","Paraíso, Guadalupe, Nuevo León",1400000
666625835,25,25.700752,-100.3207,4,2,157,127,"Cuenta con amplios espacios, y una ubicación muy accesible. 
 
Recepción, oficina, sala de juntas, área de trabajo, área de café, dos y medio baños, patio, y pequeña bodega. 
 
El perímetro de la propiedad cuenta con cerca electrificada. 
 
 
Está situada en esquina, tiene entrada por las dos calles.","Industrial, Monterrey, Nuevo León",1200000
666625847,29,25.75559,-100.2652,3,2,120,149,"CASA DE DOS PLANTAS UBICADA CERCA DE AV. MONTE BERNECES. CERCA DE AV. PRINCIPALES, PLAZAS COMERCIALES Y ESCUELAS LA PLANTA BAJA CUENTA CON: PÓRTICO RECIBIDOR ÁREA DE SALA Y COMEDOR MUY AMPLIA ÁREA DE ESTANCIA DE T.V. RECAMARA PRINCIPAL BAÑO COMPLETO COCINA EQUIPADA CON ANTE-COMEDOR ÁREA DE LAVANDERÍA Y PATIO DE SERVICIO LA PLANTA ALTA CUENTA CON: PEQUEÑA ESTANCIA RECAMARA 1 CON ACCESO A TERRAZA RECAMARA 2 BAÑO COMPLETO COMPARTIDO CUARTO DE TRICKETS UTILIZADO ACTUALMENTE COMO CLOSET PREPARACIÓN PARA RECAMARA 3 (SOLO CUENTA CON MUROS, CASTILLOS Y CERRAMIENTOS) FALTA COLADO DE LOSA Y ACABADOS LA CASA TIENE MUY BUENA UBICACIÓN, ESTA LISTA PARA HABITARSE, SE QUEDA LA COCINA EQUIPADA CON ESTUFA Y CAMPANA EXCEPTO REFRIGERADOR Y DEMÁS MOBILIARIO Otras Caracteristicas: Patio: 1. Sala de estar: SI. Servicios básicos (agua/luz): SI. Centros Comerciales Cercanos: SI. Gas: SI. Cocina integral: SI. Piso en el que se encuentra: 2. Sala y Comedor: SI.","Valle De Las Flores Sector 2, San Nicolás De Los Garza, Nuevo León",1300000
666625854,28,25.783199,-100.31637,3,2,90,162,"CERCA DE AV. RAUL SALINAS Y CENTROS COMERCIALES (H.E.B.) CASA EN DOS PLANTAS, IDEAL PARA RENTAR PLANTA ALTA YA QUE ESTA DIVIDIDA Y CUENTA CON : PLANTA BAJA COCHERA PARA 1 AUTO TECHADA SALA COMEDOR COCINA RECAMARA CON BAÑO COMPLETO PLANTA ALTA ESCALERAS ACCESO DE COCHERA ESTANCIA (UTILIZADA COMO COCINA) BAÑO COMPLETO 2 RECAMARAS MUY AMPLIAS NOTA: LA CASA ACTUALMENTE SE ESTA RENTANDO LA SEGUNDA PLANTA. Otras Caracteristicas: Servicios básicos (agua/luz): SI. Gas: SI. Cuarto de TV: SI. Estado de conservación: Bueno. Forma del terreno: Regular. Número de pisos: 2. Sala y Comedor: SI.","Roble Nuevo, General Escobedo, Nuevo León",980000
666625865,25,25.685564,-100.2852,2,2,245,173,"Ideal para: 
Remodelar 
Acondicionar para negocio 
Acondicionar para bodega 
 
Excelente ubicación, ya que la propiedad se encuentra muy cerca de Pablo A. de la Garza, Antonio I. Villarreal, Colón, Madero","Madero, Monterrey, Nuevo León",1400000
666625876,25,25.657819,-100.3028,3,2,272,170,"CASA EN VENTA COL. NUEVO REPUEBLO, PUEDE SER PARA HABITARSE O PARA NEGOCIO MUY CENTRICA, A ESCASOS 5 MINUTOS DEL CENTRO DE MTY MULTIMEDIOS, TECNOLOGICO, ETC. Otras Caracteristicas: Area de lavandería: SI. Patio: 1. Iluminación: SI. Calentador de agua: SI. Cortinas/Persianas: SI. Servicios básicos (agua/luz): SI. Centros Comerciales Cercanos: SI. Gas: SI. Acceso tercera edad: SI. Sala y Comedor: SI.","Nuevo Repueblo, Monterrey, Nuevo León",1800000
666625887,27,25.751713,-100.2386,3,2,90,90,LA CASA CUENTA EN LA PLANTA BAJA CON: DOBLE COCHERA TECHADA SALA COMEDOR COCINA (NO TIENE COCINA INTEGRAL) AMPLIO PATIO BAÑO DE VISITAS EN LA PLANTA ALTA: RECAMARA PRINCIPAL CON BAÑO Y VESTIDOR 2 RECAMARAS SECUNDARIAS 1 BAÑO COMPLETO PARA LAS RECÁMARAS SECUNDARIAS Otras Caracteristicas: Patio: 1. Closets : 3. Servicios básicos (agua/luz): SI. Centros Comerciales Cercanos: SI. Gas: SI. Estado de conservación: Excelente. Forma del terreno: Regular. Número de pisos: 2. Walk in closet: SI. Sala y Comedor: SI.,"Balcones Del Mezquital, Apodaca, Nuevo León",870000
666625897,26,25.640411,-100.1934,2,1,90,67,CASA DE UNA PLANTA EN GUADALUPE Otras Caracteristicas: Centros Comerciales Cercanos: SI. Acceso tercera edad: SI.,"Nueva Aurora, Guadalupe, Nuevo León",650000
666625912,25,25.612748,-100.2642,3,3,242,330,"Casa con amplios espacios y buena iluminación natural. 
 
 
Planta Baja 
 
Cochera doble techada con portón 
Pequeño jardín en la parte frontal de la casa 
Baño completo 
Estudio que también se podría utilizar como recámara 
Pequeño patio interior que da un toque especial al área social 
Sala - Comedor 
Cocina 
Lavandería techada 
Espacio que puede ser utilizado como cuarto de herramientas o para guardar cosas. 
Patio / Jardín de muy buen tamaño 
Asador 
Medio baño que se puede utilizar cuando se tenga alguna reunión en el jardín. 
Pasillo lateral 
 
Planta Alta 
 
Le faltan algunos pequeños detalles para que quede totalmente terminada; por lo que puede aprovechar para hacerlo a su gusto. 
 
Amplia estancia 
Recámara principal con baño completo, walking closet. Cuenta con linda vista al cerro. 
La recámara secundaria esta pensada para que sean dos por su gran tamaño; si se desea se puede dividir, y compartirían baño. 
Hay opción para que la estancia se comunique a una terraza que tenga vista al jardín de la parte trasera de la propiedad.","Villa Las Fuentes, Monterrey, Nuevo León",3200000
666625943,30,25.791939,-100.5788,2,1,90,45,"Casa de oportunidad para invertir en negocio!! o para habitar. 
Es calle comercial 
Casa de una planta con pórtico cerrado, cocina y sala, 2 recámaras y baño. 
 
Privada las Villas a 4 cuadras de Famsa Villa de García.","Privadas De Las Villas, García, Nuevo León",650000
666625970,34,25.625283,-100.3659,3,5,960,641,"Propiedad ubicada en Valle de San Angel, San Pedro Garza García. Hermosa área boscosa, en la Sierra Madre. Alejada del ruido y tráfico de la ciudad. La propiedad cuenta con un terreno de 960mt2, el frente da a una calle residencial y la parte trasera colinda a una de las avenidas principales de la colonia. Construcción de 640mt2, que consta de: Planta Baja: Recibidor Baño de Visitas Amplia Sala Comedor con excelente vista a la ciudad Sala Secundaria con chimenea Ante-comedor con vista al jardín Estudio Amplia área de Cocina Lavandería Cuarto de Servicio Extensa área de jardín en descenso con espació suficiente para adecuar área de asador, alberca y/o cuarto de juegos. Tanto el jardín como el área sala-comedor son excelentes para reuniones y eventos sociales Planta Inferior: Estancia Recámara principal muy espaciosa Baño muy amplio con tina de hidromasaje Walk-in closet 2 recámaras secundarias, cada una con baño y closet La construcción cuenta con muy buena distribución y aprovechamiento de los espacios, excelente para adecuarla a su gusto. Cochera para 2 autos. Otras Caracteristicas: Calentador de agua: SI. Servicios básicos (agua/luz): SI. Cocina integral: SI. Cuarto de TV: SI.","Valle De San Ángel Sect Jardines, San Pedro Garza García, Nuevo León",24000000
666625982,34,25.641375,-100.3659,3,4,414,553,"Recibidor Sala Comedor Antecomedor Cocina equipada, despensa Recámara principal con baño y vestidor 2a y 3a recámaras secundarias con baño y vestidor Closet de blancos Estancia Salón de juegos Biblioteca Terraza Alberca Cuarto de servicio con baño completo Lavandería, patio de tendido Bodega Cochera techada para 2 carros Tiene clima central seccionado Minisplit adicional en la recámara principal y en cuarto de juegos. Tiene parquet en recámaras, sala y comedor Duela de encino en la estancia Otras Caracteristicas: Asador: SI. Bodega(s): 1. Calentador de agua: SI. Servicios básicos (agua/luz): SI. Salón de usos múltiples: SI. Centros Comerciales Cercanos: SI. Gas: SI. Cocina integral: SI. Cuarto de TV: SI. Espacios para autos: 2.","Valle De Chipinque, San Pedro Garza García, Nuevo León",13490000
666625985,26,25.655566,-100.2691,6,3,280,303,"+ Propiedad con amplio terreno y construcción, muy cerca de vías importantes como Av. Chapultepec, Av. Las Américas, Av. Eloy Cavazos + Excelente Oportunidad para remodelar y adecuar a sus necesidades (se podría acondicionar para convertirla en dos casas o departamentos). + Escalera exterior para subir al segundo nivel. + Negociable. Amplio terreno y construcción, cercano a vías importantes como Av. Chapultepec y Av. Las Américas. Buena opción para remodelar y adecuar a sus necesidades (se podría acondicionar para convertirla en dos casas o departamentos). *Primer Piso: Area Sala-Comedor Cocina 2 Recamaras 2 Baños 2 Recamaras Independientes en el área exterior. 1 Cuarto independiente que da al frente de la calle, ideal para estudio, bodega u oficina. *Segundo Piso. Acceso Independiente. Área Sala-Comedor. 2 Recámaras. 1 baño completo. Cocina. Terraza. *Escalera en el exterior. Otras Caracteristicas: Centros Comerciales Cercanos: SI.","25 De Noviembre, Guadalupe, Nuevo León",1150000
666625987,28,25.784985,-100.3225,3,3,81,182,"Casa enorme de tres pisos y con terraza Primer piso * Cochera techada con reja * Cuarto de servicio con baño completo * Sala * Comedor * Cocina integral madera de encino * Fuente Segundo piso * 3 recámaras * 2 baños Tercer piso * Terraza * Baño completo La casa cuenta con muy bonitos acabados, a unos pasos de de Raul Salinas y de los centros comerciales Soriana y H. E. B. Otras Caracteristicas: Calentador de agua: SI. Servicios básicos (agua/luz): SI. Gas: SI. Cocina integral: SI. Espacios para autos: 2.","Felipe Carrillo Puerto, General Escobedo, Nuevo León",1450000
666706074,27,25.776468,-100.1858,3,2,180,87,Casa nueva en venta zona Apodaca con terreno excedente en esquina frente al parque ubicada en fraccionamiento privado. Casa nueva cuenta con todos los servicios * Piso ceramico * Tres recamaras * Dos baños * Cocina * Dos plantas * Patio excedente * Frente al parque * Esquina con jardin * Sala comedor * Lavanderia techada abierta,"Apodaca, Nuevo León",840000
666818034,32,25.693105,-100.5007,3,3,243,243,"Un lugar increíble enmarcado con hermosos paisajes de montaña donde tendrás tu hogar con estilo, exclusividad, armonía, bienestar y belleza con amplias y confortables residencias, una entrada distintiva, una ubicación privilegiada a solo 4 minutos de Valle Poniente, cercano a reconocidos colegios importantes, universidades, grandes centros comerciales y gran variedad de servicios de primer nivel. 
Distribución en: 
 
 
 
 PLANTA BAJA: 
 
Recibidor 
Sala 
Comedor 
Cocina 
Medio Baño Visitas 
 
 
PRIMER NIVEL: 
 
 
 
Estancia Familiar 
Recamara Principal con Closet Vestidor y Baño completo 
Recamara Secundaria con Closet Vestidor y Baño completo 
Recamara Secundaria con Closet de Pared y Baño completo 
Jardín 
 
 
SEGUNDO NIVEL: 
 
 
 
Cuarto de Servicio con Baño Completo 
Tavanderia 
Terraza con área para Asador y Baño 
 
 
OTROS: 
 
 
 
áreas verdes, casa club, juegos infantiles, instalaciones subterráneas, ubicación privilegiada, y hermosas vistas panorámicas. 
Un desarrollo con acceso controlado, caseta de vigilancia y barda perimetral. 
 
 
 
 
Concepto exclusivo que distingue este complejo residencial es el Deck Social que consiste en que aprovechamos el techo de las residencias para convertirlo en una amplia terraza con hermosas vistas de las montañas para que puedas pasar grandes momentos con tu familia y amigos. 
 
24-CV-4142 
Expertos en Inmuebles Amamos lo que Hacemos 
 
Te Apoyamos en Tramitar tu Crédito Hipotecario SIN Costo para Ti","Fraccionamiento Privado, Santa Catarina Centro, Santa Catarina, Nuevo León",4150000
666943340,34,25.679783,-100.4168,2,3,433,433,"Casa en Colonial De La Sierra San Pedro Garza Garcia. 
 
Venga y visite la casa . 
 
Tiene vistas maravillosas de dia y de noche que le encantaran . Esta en la parte mas alta de la colonia Colonial De La Sierra . Venga y conozca la casa, y su terreno. Para construir algo nuevo o aprovechar lo construido o crear un concepto totalmente nuevo e innovador . 
 
 
 
Negociable se aceptan ofertas...""Precio puesto para vender rápido"": 
 
Increíble oportunidad . 
 
 
 
 
 Operación : Venta 
 Tipo : Terrenos 
 Zona :Valle 
 Colonia :Colonial La Sierra 
 Terreno : 329 m2. 
 Construcción : 433 m2. 
 Frente : 12 m. 
 Uso : 
 Estado :Nuevo León 
 Red Eléctrica 
 Agua Potable 
 Gas Natural 
 Urbanizado 
 Uso Habitacional 
Pendiente Descendente 
erreno en venta o Casa para remodelar . Existe un proyecto arquitectonico para añadir un piso mas a la casa. 
 
 
 
Se vende terreno o residencia en la colonia Colonia De La Sierra. 
Es negociable. ofrezca. 
 
La residencia cuenta con: 
 
1. Es de 3 pisos. 
 
2 No tiene cochera pero hay mucho espacio para estacionamiento en frente. 
 
3. Cuenta con sala . 
 
4. Comedor. 
 
5. Cuenta con 3 baños completos y un medio baño. 
 
6. Con 2 recamaras. 
 
7. 2 walking closets con visitor. 
 
8. Con estancia. 
 
9. Con terraza y alberca de 150 metros . La alberca de 8x4. 
 
10. Con un patio de 69 metros cuadrados. 
 
11. Con cuarto de servicio. 
 
12. Cuenta con cocina. 
 
a. Gabinetes. 
 
b. Con estufa. 
 
c. Con Horno. 
 
13. Cuenta con cisterna de 10 metros cúbicos. 
 
14. Cuenta con alberca de 69 metros cuadrados. 
 
15. Cuenta con clima central de de 5 toneladas y 3 minisplits de 1.5 toneladas cada uno. 
 
Acabados: 
 
Piso de Mármol de 60x60 
 
En la cocina cubierta de granito. 
 
 
 
Oportunidad, cheque el precio de un terreno en esta colonia. Con alberca terraza y asador. 
 
 
 
Estamos a sus ordenes para ir a mostrar la residencia en venta . Muchas gracias.. Venga a conocerla casa personalmente . Se pueden hacer cosas geniales en ella. 
 
 
 
 24-CV-4652 
Expertos en Inmuebles Amamos lo que Hacemos 
 
Te Apoyamos en Tramitar tu Crédito Hipotecario SIN Costo para Ti","Casa En Venta En San Pedro Nuevo León  Colonial De La Sierra, Colonial La Sierra, San Pedro Garza García, Nuevo León",10300000
666964195,33,25.576107,-99.98074,2,1,124,47,"Casa en Cadereyta en Avenida Principal con Doble Frente con excedente de Terreno 
 
Expertos en Inmuebles¡¡ Amamos lo que Hacemos¡¡¡¡","Casa En  Cadereyta En Avenida Principal 24-cv-4739, Alberos, Cadereyta Jiménez, Nuevo León",620000
667024947,26,25.729711,-100.1979,2,1,90,96,"Casa bien ubicada en zona tranquila 
 
Cerca de vialidades importantes, tales como Blvd. Acapulco, Miguel Alemán, Ignacio Sepúlveda, Av. México. 
 
A pocos minutos de Citadel, Paseo la Fe, HEB, Soriana 
 
*Se vende con muebles* 
 
Planta Baja 
 
* Sala 
 
* Comedor 
 
* Cocina 
 
* Medio baño 
 
* Patio con pasillo de servicio 
 
Planta Alta 
 
* Recámara principal 
 
* Recámara secundaria 
 
* Baño completo 
 
 
Cochera para uno o dos autos 
 
Todas las venta as cuentan con protectores","Torremolinos La Fe, Guadalupe, Nuevo León",1100000
667931496,26,25.689942,-100.1908,5,2,315,298,"Planta baja 
 
Cochera para 4 vehículos 
Cocina 
Comedor 
Sala 
Medio baño 
Asador 
Planta alta 
 
5 recamaras 
walking closet 
2 baños completos, el principal con jacuzzi 
Espacio para oficina 
Cuarto de servicio 
Tercer piso 
 
Bodega de almacén 8x4 
Equipo 
 
2 puertas automatizadas para cochera 
Camaras de vigilancia 
Planta alta piso de duela 
Hidroneumatico 
lavanderia 
8 minisplit 
 
 
 24-CV-4990 
Expertos en Inmuebles Amamos lo que Hacemos 
 
Te Apoyamos en Tramitar tu Crédito Hipotecario SIN Costo para Ti","Venta Casa  Hacienda San Miguel, Hacienda San Miguel, Guadalupe, Nuevo León",2100000
667957003,25,25.757682,-100.4585,3,3,245,245,"Ubicada en COL. SANTORAL II ESTRENE HERMOSA CASA 
 
con lindas Amenidades, canchas de basquetball, juegos infantiles, y casa club 
 
Fraccionamiento Privado, vigilancia 24/7 
 
 
NOTA. YA TERMINADA !! 
 
24-CV-4897 
Expertos en Inmuebles Amamos lo que Hacemos 
 
Te Apoyamos en Tramitar tu Crédito Hipotecario SIN Costo para Ti","Casa En Pre-venta, Col. Cumbres Santoral Ii, Cumbres Oro Residencial, Monterrey, Nuevo León",3200000
667957506,25,25.742024,-100.4054,3,3,276,276,"HERMOSA CASA EN VENTA, ESTRENELA, DISEÑO CONTEMPORANEO 
 
 
FRACCIONAMIENTO PRIVADO, CERCA DE CENTROS COMERCIALES 
 
 
 
COLONIA CIMA DEL BOSQUE - CUMBRES ELITE 
 
24-CV-4919 
 
Expertos en Inmuebles¡¡ Amamos lo que Hacemos¡¡¡¡","Hermosa Casa Nueva Diseño Contemporaneo, Cima Del Bosque (cumbres Elite 9 Sector), Monterrey, Nuevo León",4550000
667957716,25,25.570398,-100.2733,3,3,1119,831,"Amplia Casa ubicada en esquina cuenta con departamento Independiente. 
A un costado del Club de Golf Valle Alto 
 
Control de acceso y Barda Perimetral Electrificada. 
 
Muy Cerca de Plazas Comerciales y Escuelas (Tec,UDEM,San Roberto,Otros). 
 
DISTRIBUCIóN: 
 
PLANTA BAJA: 
 
Recibidor 
Biblioteca 
Medio Baño Visitas 
Sala con Chimenea Funcional 
Comedor 
Amplia Cocina Integral 
Alacena 
Desayunador 
Estancia 
 
PLANTA ALTA: 
 
Distribuidor 
Recamara Principal con Estancia y terraza al Jardín, Baño Completo con Tina de Hidromasaje, Vestidores ""El y Ella"" 
2 recamaras Secundarias con Baño completo y Closet Vestidor 
Closet de Blancos y Sink 
 
DEPARTAMENTO INDEPENDIENTE : 
 
Sala - Comedor 
Cocina Integral 
Recamara 
Baño completo 
Vestidor 
área para Centro de Lavado 
Unidad de 3 Toneladas mas un Inverter de 2 toneladas 
 
áREA DE SERVICIO: 
 
Dos recamaras de Servicio con Baño Compartido 
Lavanderia 
Dos Bodegas de triques 
 
EXTERIOR: 
 
área de Asador con Barra 
Medio Baño 
Amplio Jardin con Cascada funcional 
Pasillo de Servicio 
 
EQUIPAMIENTO: 
 
Maderas de Caoba 
Clima Central de 5 Toneladas para Planta baja 
Minisplit 3 Toneladas , 2 minisplits (1 Inverter de 1 Tonelada y uno Normal de 1 Tonelada) 
Planta alta cuenta con clima central de 9 Toneladas y 2 Inverters de 1 Tonelada 
Subestación eléctrica de 50 KVA 
Cochera techada para 3 autos 
 
24-CV-4907 
Expertos en Inmuebles Amamos lo que Hacemos 
 
Te Apoyamos en Tramitar tu Crédito Hipotecario SIN Costo para Ti","Valle Alto, Valle Alto, Monterrey, Nuevo León",18000000
